participant,brochure_id,age,gender,reason,clicked_item,reaction_time,gaze_x,gaze_y
SYN_150,1,14,male,familiarity,krest,2.098399,-0.436798,-0.049238
SYN_150,2,14,male,brand,cadbury,2.344498,0.626624,0.028212
SYN_150,3,14,male,brand,fortune,1.938276,-0.504838,0.02495
SYN_150,4,14,male,familiarity,ambewela,4.734668,-0.591444,0.021032
SYN_150,5,14,male,familiarity,highlandYoghurt,4.743688,0.296319,0.028776
SYN_151,1,18,female,price,krest,5.45777,0.107821,-0.019068
SYN_151,2,18,female,brand,revello,7.247486,0.626852,-0.004758
SYN_151,3,18,female,price,fortune,5.051958,0.082347,-0.049002
SYN_151,4,18,female,familiarity,ambewela,2.415873,-0.535197,0.00167
SYN_151,5,18,female,brand,highlandYoghurt,2.629258,-0.410436,-0.009004
SYN_152,1,45,male,brand,goldi,11.941142,0.401957,0.038622
SYN_152,2,45,male,brand,kandos,3.919071,0.271149,0.050601
SYN_152,3,45,male,brand,fortune,16.948477,-0.290076,-0.023414
SYN_152,4,45,male,brand,ambewela,3.785388,-0.525189,0.026567
SYN_152,5,45,male,brand,ambewelayoghurt,1.352229,-0.414628,0.020236
SYN_153,1,47,Female,brand,goldi,27.278705,0.154899,0.044759
SYN_153,2,47,Female,brand,cadbury,3.473443,0.31589,0.04789
SYN_153,3,47,Female,price,fortune,22.438312,-0.321443,-0.031928
SYN_153,4,47,Female,brand,kothmale,3.382564,-0.581736,-0.045356
SYN_153,5,47,Female,brand,ambewelayoghurt,1.352279,-0.39551,0.024074
SYN_154,1,44,male,price,goldi,14.288574,-0.380732,0.059347
SYN_154,2,44,male,brand,cadbury,2.129733,-0.297222,0.059351
SYN_154,3,44,male,brand,Njoy,11.92684,-0.439075,0.018381
SYN_154,4,44,male,familiarity,kothmale,2.945336,-0.384229,0.053811
SYN_154,5,44,male,brand,ambewelayoghurt,1.352219,-0.414815,0.032054
SYN_155,1,48,male,price,goldi,27.878961,0.404917,0.013135
SYN_155,2,48,male,brand,cadbury,8.050843,0.599785,0.031836
SYN_155,3,48,male,familiarity,Njoy,29.318307,0.470871,-0.008333
SYN_155,4,48,male,price,happycow,3.456852,-0.454207,-0.012251
SYN_155,5,48,male,brand,pelawatteyoghurt,1.38521,-0.414804,0.010419
SYN_156,1,49,female,brand,elephanthouse,11.945539,0.480556,0.047541
SYN_156,2,49,female,brand,cadbury,7.887523,0.626798,0.018677
SYN_156,3,49,female,price,Njoy,8.570727,-0.064746,0.004186
SYN_156,4,49,female,brand,kothmale,2.408694,-0.116322,-0.043697
SYN_156,5,49,female,familiarity,pelawatteyoghurt,1.352219,-0.414815,-0.032464
SYN_157,1,30,male,brand,goldi,21.696367,-0.433739,0.017697
SYN_157,2,30,male,familiarity,cadbury,17.532283,-0.240847,0.042228
SYN_157,3,30,male,familiarity,fortune,10.544483,-0.514105,-0.037832
SYN_157,4,30,male,price,kothmale,32.317847,0.537223,-0.046283
SYN_157,5,30,male,familiarity,pelawatteyoghurt,1.425757,-0.346203,-0.039046
SYN_158,1,14,male,brand,goldi,2.75895,-0.44537,-0.0583
SYN_158,2,14,male,brand,ritzbury,10.540529,-0.275967,0.008159
SYN_158,3,14,male,familiarity,fortune,1.849194,-0.497832,-0.021566
SYN_158,4,14,male,brand,kothmale,42.567778,0.31943,0.042341
SYN_158,5,14,male,brand,highlandYoghurt,2.771346,-0.359764,0.004375
SYN_159,1,40,female,brand,pussalla,9.88076,-0.052366,-0.104599
SYN_159,2,40,female,familiarity,revello,19.135131,0.624818,-0.021224
SYN_159,3,40,female,price,fortune,7.545604,-0.509127,-0.041255
SYN_159,4,40,female,price,kraft,15.505469,-0.501325,-0.053988
SYN_159,5,40,female,brand,pelawatteyoghurt,27.149143,-0.412125,-0.027834
SYN_160,1,29,male,price,goldi,10.349866,-0.43875,0.056159
SYN_160,2,29,male,brand,cadbury,2.098016,0.434646,0.056423
SYN_160,3,29,male,brand,marina,4.130803,0.346954,0.023854
SYN_160,4,29,male,familiarity,ambewela,2.411765,-0.445465,0.018188
SYN_160,5,29,male,familiarity,pelawatteyoghurt,1.352219,-0.414421,0.027629
SYN_161,1,47,female,brand,krest,18.469677,0.389394,-0.031406
SYN_161,2,47,female,familiarity,cadbury,19.626673,0.626848,-0.002608
SYN_161,3,47,female,brand,fortune,18.84952,-0.498123,-0.05402
SYN_161,4,47,female,brand,ambewela,3.010103,-0.145521,-0.040679
SYN_161,5,47,female,brand,highlandYoghurt,2.023619,-0.414814,-0.041846
SYN_162,1,14,male,familiarity,krest,2.320111,-0.445325,-0.103006
SYN_162,2,14,male,brand,ritzbury,3.939083,0.00415,-0.012786
SYN_162,3,14,male,brand,fortune,1.953947,-0.188687,0.047744
SYN_162,4,14,male,familiarity,ambewela,46.257296,-0.578518,0.056282
SYN_162,5,14,male,brand,anchoryoghurt,18.606537,-0.411516,0.032077
SYN_163,1,14,male,price,elephanthouse,5.48137,0.452569,0.005609
SYN_163,2,14,male,brand,kandos,2.150103,-0.033194,0.042962
SYN_163,3,14,male,price,marina,9.474182,0.281345,0.048145
SYN_163,4,14,male,brand,kothmale,22.244263,-0.591654,0.038106
SYN_163,5,14,male,familiarity,pelawatteyoghurt,2.011026,-0.404932,0.034588
SYN_164,1,43,female,brand,goldi,22.752523,-0.44465,0.056394
SYN_164,2,43,female,familiarity,cadbury,5.972309,0.613491,0.056126
SYN_164,3,43,female,price,Njoy,5.288897,-0.453938,-0.023957
SYN_164,4,43,female,brand,kraft,2.40947,0.297148,-0.057032
SYN_164,5,43,female,familiarity,pelawatteyoghurt,1.35222,-0.319632,-0.033387
SYN_165,1,14,male,price,goldi,2.328824,-0.445368,0.02372
SYN_165,2,14,male,familiarity,cadbury,3.397753,-0.20427,0.059433
SYN_165,3,14,male,brand,fortune,2.188384,-0.511964,0.031725
SYN_165,4,14,male,price,kothmale,11.088716,-0.322226,0.050088
SYN_165,5,14,male,familiarity,pelawatteyoghurt,1.383281,0.347318,0.019842
SYN_166,1,15,male,price,goldi,13.014179,-0.21197,0.056081
SYN_166,2,15,male,brand,kandos,2.068064,0.236028,0.059334
SYN_166,3,15,male,price,marina,7.3757,-0.325795,-0.049577
SYN_166,4,15,male,brand,ambewela,2.453266,-0.590979,-0.009663
SYN_166,5,15,male,familiarity,ambewelayoghurt,1.352219,0.511517,0.033936
SYN_167,1,16,male,brand,goldi,5.183151,0.407005,-0.112548
SYN_167,2,16,male,familiarity,cadbury,18.971812,-0.018528,0.018373
SYN_167,3,16,male,brand,fortune,16.963739,-0.514806,0.025748
SYN_167,4,16,male,price,kothmale,48.673592,-0.585701,0.003985
SYN_167,5,16,male,brand,pelawatteyoghurt,21.72969,-0.41481,0.007146
SYN_168,1,14,male,price,krest,2.545974,0.157799,-0.15
SYN_168,2,14,male,brand,revello,8.903901,0.626191,-0.024134
SYN_168,3,14,male,brand,fortune,5.900926,0.079911,-0.006369
SYN_168,4,14,male,price,happycow,22.970911,-0.591521,0.040618
SYN_168,5,14,male,brand,highlandYoghurt,29.489124,-0.385526,0.026593
SYN_169,1,14,male,familiarity,goldi,3.840192,0.268544,0.050388
SYN_169,2,14,male,brand,kandos,2.168068,0.621538,0.060107
SYN_169,3,14,male,familiarity,Njoy,7.735175,-0.484625,-0.022774
SYN_169,4,14,male,brand,happycow,2.411345,-0.563467,0.03762
SYN_169,5,14,male,price,ambewelayoghurt,1.352253,0.50614,0.017627
SYN_170,1,36,Female,brand,goldi,14.272118,-0.3434,0.039662
SYN_170,2,36,Female,familiarity,cadbury,2.613854,0.403731,0.055253
SYN_170,3,36,Female,price,Njoy,8.731718,-0.37265,-0.055105
SYN_170,4,36,Female,price,kraft,2.646082,-0.581221,-0.037161
SYN_170,5,36,Female,familiarity,ambewelayoghurt,1.361522,0.45302,0.023792
SYN_171,1,48,male,brand,pussalla,9.033064,-0.062019,-0.010578
SYN_171,2,48,male,brand,cadbury,14.536519,0.610376,-0.006454
SYN_171,3,48,male,familiarity,fortune,4.683127,-0.505246,-0.073938
SYN_171,4,48,male,brand,ambewela,5.225716,0.32673,-0.038567
SYN_171,5,48,male,brand,highlandYoghurt,1.372478,-0.413893,-0.040334
SYN_172,1,14,male,brand,goldi,24.547954,-0.260356,-0.01397
SYN_172,2,14,male,brand,cadbury,7.678044,-0.297222,0.024428
SYN_172,3,14,male,brand,fortune,14.503944,-0.508862,0.007808
SYN_172,4,14,male,brand,kraft,52.104582,-0.563661,-0.050104
SYN_172,5,14,male,familiarity,pelawatteyoghurt,10.109796,0.211784,0.022565
SYN_173,1,31,male,brand,goldi,8.469375,-0.44537,0.043746
SYN_173,2,31,male,brand,revello,13.597782,-0.266119,0.029756
SYN_173,3,31,male,brand,Njoy,1.82334,-0.51241,-0.067611
SYN_173,4,31,male,familiarity,richlife,13.322165,0.601852,-0.034163
SYN_173,5,31,male,familiarity,highlandYoghurt,1.352262,-0.312591,-0.045761
SYN_174,1,14,Female,familiarity,pussalla,1.857217,-0.303748,-0.021707
SYN_174,2,14,Female,brand,cadbury,2.234918,0.626849,0.052901
SYN_174,3,14,Female,brand,fortune,1.925974,-0.443254,-0.01743
SYN_174,4,14,Female,price,ambewela,2.422687,-0.590264,0.004014
SYN_174,5,14,Female,price,pelawatteyoghurt,8.467744,0.513889,0.017497
SYN_175,1,14,Female,brand,goldi,11.417071,-0.439618,0.005534
SYN_175,2,14,Female,familiarity,cadbury,5.720986,0.174815,0.040099
SYN_175,3,14,Female,price,fortune,4.506647,-0.510796,0.019085
SYN_175,4,14,Female,brand,kraft,12.436327,-0.534588,-0.045757
SYN_175,5,14,Female,brand,pelawatteyoghurt,1.569121,-0.346408,0.011568
SYN_176,1,15,male,price,goldi,4.674673,-0.414888,0.052864
SYN_176,2,15,male,brand,cadbury,3.023711,0.334877,0.059969
SYN_176,3,15,male,brand,Njoy,5.327528,-0.128007,0.021581
SYN_176,4,15,male,price,kothmale,2.483296,-0.144952,0.043789
SYN_176,5,15,male,price,ambewelayoghurt,1.352505,-0.011977,0.006477
SYN_177,1,14,male,brand,krest,23.420502,-0.406901,-0.12098
SYN_177,2,14,male,brand,revello,19.433469,0.258234,-0.040372
SYN_177,3,14,male,familiarity,fortune,10.833037,-0.166717,-0.012004
SYN_177,4,14,male,brand,kothmale,51.60942,-0.090584,-0.043067
SYN_177,5,14,male,brand,anchoryoghurt,29.146039,-0.412126,-0.015604
SYN_178,1,47,Female,brand,elephanthouse,25.893729,-0.42811,0.054017
SYN_178,2,47,Female,brand,cadbury,8.309362,0.374544,0.047704
SYN_178,3,47,Female,brand,Njoy,13.991263,0.42634,-0.010001
SYN_178,4,47,Female,brand,kraft,2.78409,0.331759,-0.019527
SYN_178,5,47,Female,familiarity,pelawatteyoghurt,1.352482,-0.413696,-0.014772
SYN_179,1,27,Female,brand,krest,12.022955,-0.428514,0.046013
SYN_179,2,27,Female,brand,cadbury,6.864966,0.562459,0.009914
SYN_179,3,27,Female,brand,Njoy,2.281434,-0.329325,0.025056
SYN_179,4,27,Female,familiarity,kraft,3.530717,0.366426,-0.049209
SYN_179,5,27,Female,price,highlandYoghurt,1.352288,-0.414814,-0.032576
SYN_180,1,14,male,familiarity,goldi,1.85506,0.377452,0.049083
SYN_180,2,14,male,brand,kandos,2.635093,-0.102578,0.059977
SYN_180,3,14,male,familiarity,Njoy,4.351165,-0.389537,0.053704
SYN_180,4,14,male,price,ambewela,5.250389,-0.438722,0.063889
SYN_180,5,14,male,price,ambewelayoghurt,1.352225,-0.414815,0.018949
SYN_181,1,45,male,price,elephanthouse,10.562561,0.480556,-0.094383
SYN_181,2,45,male,brand,cadbury,7.222067,0.62677,-0.01521
SYN_181,3,45,male,familiarity,Njoy,14.718201,0.489826,0.014604
SYN_181,4,45,male,price,happycow,5.04798,-0.586601,-0.015319
SYN_181,5,45,male,brand,pelawatteyoghurt,19.229812,-0.414812,0.013177
SYN_182,1,14,male,familiarity,krest,11.825756,-0.189555,-0.044825
SYN_182,2,14,male,brand,cadbury,4.444727,0.617155,0.01684
SYN_182,3,14,male,brand,fortune,8.227446,-0.162393,0.022111
SYN_182,4,14,male,brand,ambewela,15.405384,-0.589827,-0.015585
SYN_182,5,14,male,brand,highlandYoghurt,18.811818,0.049347,0.023991
SYN_183,1,37,Female,price,unknown,16.83836,0.480556,0.032873
SYN_183,2,37,Female,brand,kandos,2.104236,0.626848,0.039848
SYN_183,3,37,Female,price,fortune,19.496919,0.31772,0.004882
SYN_183,4,37,Female,brand,happycow,2.409616,-0.591666,-0.025333
SYN_183,5,37,Female,brand,pelawatteyoghurt,1.352409,-0.413648,0.032389
SYN_184,1,14,Female,brand,goldi,6.677018,-0.44537,0.056295
SYN_184,2,14,Female,brand,cadbury,3.715846,-0.26852,0.058599
SYN_184,3,14,Female,brand,marina,1.974767,-0.341203,0.042874
SYN_184,4,14,Female,brand,richlife,4.816188,0.468628,-6.60E-05
SYN_184,5,14,Female,price,pelawatteyoghurt,1.352228,-0.376113,-0.006166
SYN_185,1,14,male,familiarity,goldi,4.639073,-0.433979,0.041451
SYN_185,2,14,male,brand,cadbury,2.078356,-0.252285,0.05941
SYN_185,3,14,male,price,Njoy,4.681299,-0.420386,0.040062
SYN_185,4,14,male,brand,kothmale,12.712,-0.591271,0.051825
SYN_185,5,14,male,familiarity,pelawatteyoghurt,1.353371,0.426286,0.034804
SYN_186,1,38,Female,price,pussalla,20.356856,0.379018,0.005909
SYN_186,2,38,Female,brand,cadbury,14.537473,0.626273,0.038413
SYN_186,3,38,Female,familiarity,fortune,26.350416,-0.496469,-0.062042
SYN_186,4,38,Female,brand,happycow,2.920346,-0.420553,-0.000528
SYN_186,5,38,Female,brand,highlandYoghurt,1.364184,-0.413013,-0.013295
SYN_187,1,16,Female,price,krest,32.112023,0.431196,-0.027058
SYN_187,2,16,Female,brand,cadbury,9.194156,0.626652,0.008007
SYN_187,3,16,Female,brand,fortune,30.685287,0.271044,-0.042854
SYN_187,4,16,Female,brand,ambewela,10.338763,-0.590143,-0.059447
SYN_187,5,16,Female,brand,highlandYoghurt,27.511953,0.498419,0.010224
SYN_188,1,15,Female,brand,elephanthouse,21.745914,-0.353646,0.055775
SYN_188,2,15,Female,brand,cadbury,2.183207,0.222327,0.054764
SYN_188,3,15,Female,price,fortune,9.503053,-0.411745,0.013753
SYN_188,4,15,Female,familiarity,kraft,3.131774,-0.581281,-0.037139
SYN_188,5,15,Female,familiarity,pelawatteyoghurt,1.352219,-0.260341,0.028509
SYN_189,1,22,male,price,unknown,11.922705,0.409695,-0.035387
SYN_189,2,22,male,brand,cadbury,2.803474,0.62651,0.00952
SYN_189,3,22,male,brand,Njoy,8.83798,0.122162,-0.047777
SYN_189,4,22,male,brand,ambewela,3.246964,-0.591239,-0.040047
SYN_189,5,22,male,familiarity,pelawatteyoghurt,7.16815,0.188311,0.023656
SYN_190,1,14,male,brand,krest,3.471772,-0.445343,-0.093677
SYN_190,2,14,male,brand,ritzbury,18.448237,-0.120892,-0.040539
SYN_190,3,14,male,familiarity,fortune,1.898713,-0.513709,0.018249
SYN_190,4,14,male,familiarity,kraft,50.908435,0.398009,0.009819
SYN_190,5,14,male,brand,anchoryoghurt,2.902697,-0.414815,-0.022955
SYN_191,1,15,male,price,goldi,10.656305,-0.312321,0.050916
SYN_191,2,15,male,brand,kandos,2.070712,-0.265436,0.056163
SYN_191,3,15,male,brand,marina,7.940076,-0.25296,0.016381
SYN_191,4,15,male,familiarity,ambewela,6.480783,-0.590877,0.038188
SYN_191,5,15,male,familiarity,pelawatteyoghurt,1.352219,-0.38403,0.034936
SYN_192,1,48,Female,brand,elephanthouse,8.993686,-0.444861,0.000646
SYN_192,2,48,Female,brand,revello,8.514128,0.597034,0.002059
SYN_192,3,48,Female,brand,Njoy,3.115056,-0.033751,-0.080507
SYN_192,4,48,Female,brand,kothmale,2.809838,0.24532,-0.012058
SYN_192,5,48,Female,brand,pelawatteyoghurt,1.625367,0.472043,-0.016482
SYN_193,1,26,male,brand,unknown,22.832179,-0.445353,-0.0896
SYN_193,2,26,male,brand,ritzbury,18.957447,-0.058841,-0.037942
SYN_193,3,26,male,brand,fortune,7.410517,-0.514651,-0.080443
SYN_193,4,26,male,familiarity,kraft,47.595337,0.008363,-0.045933
SYN_193,5,26,male,brand,highlandYoghurt,8.644074,0.209443,-0.011215
SYN_194,1,15,male,price,unknown,8.373688,0.480556,-0.15
SYN_194,2,15,male,brand,cadbury,16.151155,0.626847,-0.009866
SYN_194,3,15,male,familiarity,fortune,16.944639,0.440729,0.035136
SYN_194,4,15,male,price,happycow,19.135984,-0.587724,-0.026026
SYN_194,5,15,male,familiarity,pelawatteyoghurt,29.625614,-0.365186,-0.007819
SYN_195,1,14,male,brand,krest,3.223727,-0.33368,-0.030405
SYN_195,2,14,male,brand,cadbury,15.917383,-0.202056,0.022598
SYN_195,3,14,male,familiarity,fortune,4.652837,-0.514731,-0.005323
SYN_195,4,14,male,brand,kraft,48.962664,0.022779,0.047126
SYN_195,5,14,male,brand,highlandYoghurt,3.524641,-0.404649,-0.012455
SYN_196,1,14,Female,brand,krest,2.74827,0.480556,-0.134117
SYN_196,2,14,Female,brand,cadbury,18.510435,0.626607,-0.019615
SYN_196,3,14,Female,brand,fortune,9.439063,-0.514348,-0.025408
SYN_196,4,14,Female,brand,ambewela,29.307833,-0.584832,0.007568
SYN_196,5,14,Female,brand,highlandYoghurt,28.417395,-0.41394,-0.013101
SYN_197,1,15,male,price,unknown,5.910387,0.480556,0.047095
SYN_197,2,15,male,price,kandos,5.711712,-0.179219,0.04711
SYN_197,3,15,male,familiarity,marina,7.257976,-0.424938,0.038765
SYN_197,4,15,male,familiarity,kothmale,28.349533,0.120668,0.024358
SYN_197,5,15,male,price,highlandYoghurt,1.352722,-0.414774,-0.013815
SYN_198,1,14,male,price,krest,2.069238,0.089049,-0.142487
SYN_198,2,14,male,brand,revello,5.710631,0.619509,-0.016166
SYN_198,3,14,male,price,fortune,3.416549,-0.501183,-0.014035
SYN_198,4,14,male,brand,ambewela,35.166585,-0.591665,0.025418
SYN_198,5,14,male,brand,highlandYoghurt,29.309637,0.19334,0.030442
SYN_199,1,49,Female,brand,krest,31.323946,0.480556,0.0354
SYN_199,2,49,Female,price,cadbury,2.915111,0.37946,-0.019551
SYN_199,3,49,Female,price,Njoy,30.373535,0.513693,-0.038602
SYN_199,4,49,Female,familiarity,kraft,10.480137,-0.591539,-0.049394
SYN_199,5,49,Female,brand,pelawatteyoghurt,1.361318,-0.414799,0.032528
